BARRID,SED-CUS,LOCID,NAME,HBETA,PBETA,SRISK%,TRISK%,COUNTRY,BETA,MOMENTUM,SIZE,EARNYILD,RESVOL,GROWTH,BTOP,LEVERAGE,LIQUIDTY,SIZENL,INDNAME,IND,PRICE,CAPITALIZATION,YLD%,ESTU,ISOCURR,INTRA_MONTH_ADDITION,
CHNARW1,,CN000626,GRANDINDUSTRIALHOLDINGCOLTD,1.051,1.114,40.180,48.509,1.000,0.188,-0.205,-1.801,-0.742,0.349,-1.272,0.157,-0.956,-0.384,0.905,TRDDIST,12,12.100,6568786314.200,0.000,1,CNY,0,
CHNARX1,,CN000635,NINGXIAYOUNGLIGHTCHEMICALSCOLT,0.916,1.044,28.747,39.715,1.000,-0.291,-0.691,-2.637,0.280,-0.283,-0.442,1.953,-1.196,0.312,-0.816,CHEM,2,8.850,2682325277.700,1.788,1,CNY,0,
CHNARX2,,CN000635,NINGXIAYOUNGLIGHTCHEMICALSCOLT,0.916,1.044,28.747,39.715,1.000,-0.291,-0.691,-2.637,0.280,-0.283,-0.442,1.953,-1.196,0.312,-0.816,CHEM,2,8.850,2682325277.700,1.788,0,CNY,0,
CHNARY1,,CN600767,WINSAN(CHENGDU)MEDICALSCIANDTE,0.383,0.583,34.262,43.937,1.000,-2.179,-1.884,-3.520,-1.595,0.128,0.708,-0.749,-1.156,-1.773,-2.525,HEALTH,26,3.050,1040081110.000,0.000,1,CNY,0,
CHNARZ1,,CN000622,HENGLIINDUSTRIAL,0.890,1.133,36.643,50.226,1.000,-0.384,-2.104,-3.129,-0.943,0.413,2.321,-1.003,-1.060,0.675,-2.525,AUTO,17,3.720,1581840720.000,0.000,1,CNY,0,
CHNAS11,,CN000628,CHENGDUHI-TECHDEVELOPMENTCOLTD,0.750,0.856,27.540,36.369,1.000,-0.881,-1.318,-2.561,0.172,-0.699,1.169,-0.261,-0.412,-0.679,-0.576,REALEST,29,8.260,2909832800.000,0.000,1,CNY,0,
CHNAS31,,CN000632,FUJIANSANMUGROUPCOLTD,0.959,0.874,27.389,38.186,1.000,-0.141,-1.484,-2.954,-0.307,-1.176,0.322,0.809,2.492,-1.243,-2.030,TRDDIST,12,4.100,1908630360.000,0.000,1,CNY,0,
CHNAS41,,CN000627,HUBEIBIOCAUSEPHARMACEUTICALCOLT,0.958,1.108,23.294,39.667,1.000,-0.143,-1.549,-0.558,0.511,-0.919,-1.258,1.161,-1.127,-1.067,0.793,DVFININS,28,5.040,24900770991.600,2.476,1,CNY,0,
CHNAS42,,CN000627,HUBEIBIOCAUSEPHARMACEUTICALCOLT,0.958,1.108,23.294,39.667,1.000,-0.143,-1.549,-0.558,0.511,-0.919,-1.258,1.161,-1.127,-1.067,0.793,DVFININS,28,5.040,24900770991.600,2.476,0,CNY,0,
CHNAS51,,CN600775,NANJINGPANDAELECTRONICSCOLTD,1.065,1.069,28.927,41.049,1.000,0.234,-2.080,-1.904,-0.645,-1.279,-0.463,0.193,-1.069,-0.601,0.792,HDWRSEMI,31,7.230,4857392564.670,0.232,1,CNY,0,
CHNAS53,,CN600775,NANJINGPANDAELECTRONICSCOLTD,1.065,1.069,28.927,41.049,1.000,0.234,-2.080,-1.904,-0.645,-1.279,-0.463,0.193,-1.069,-0.601,0.792,HDWRSEMI,31,7.230,4857392564.670,0.232,0,CNY,0,
CHNAS61,,CN000629,PANGANGGPVANADIUMTITANIUM&RES,0.918,1.027,24.817,36.942,1.000,-0.285,-1.653,-0.787,-0.745,-0.267,0.186,0.058,-0.941,0.138,0.965,MTLMIN,4,2.270,19498723987.500,0.000,1,CNY,0,
CHNAS62,,CN000629,PANGANGGPVANADIUMTITANIUM&RES,0.918,1.027,24.817,36.942,1.000,-0.285,-1.653,-0.787,-0.745,-0.267,0.186,0.058,-0.941,0.138,0.965,MTLMIN,4,2.270,19498723987.500,0.000,0,CNY,0,
CHNAS71,,CN600774,HANSHANGGROUPCOLTD,0.699,0.941,38.714,46.875,1.000,-1.060,-0.763,-2.547,-1.225,1.113,-0.145,-0.831,0.579,-1.191,-0.535,RETAIL,22,13.010,2952593506.020,0.000,1,CNY,0,
CHNAS91,,CN000631,SHUNFAHENGYECORP,0.577,0.619,24.534,32.290,1.000,-1.493,-1.132,-1.716,-0.151,-1.216,-1.284,1.692,-0.961,-2.516,0.980,REALEST,29,2.960,7200256737.280,0.674,1,CNY,0,
CHNAS92,,CN000631,SHUNFAHENGYECORP,0.577,0.619,24.534,32.290,1.000,-1.493,-1.132,-1.716,-0.151,-1.216,-1.284,1.692,-0.961,-2.516,0.980,REALEST,29,2.960,7200256737.280,0.674,0,CNY,0,
CHNASB1,,CN000637,MAOMINGPETRO-CHEMICALSHIHUACOLT,0.854,0.842,25.256,34.606,1.000,-0.512,-1.125,-2.833,-0.426,-1.321,-0.266,-0.127,-0.930,-0.566,-1.526,CHEM,2,4.180,2173078988.080,2.299,1,CNY,0,
CHNASC1,,CN600777,SHANDONGXINCHAOENERGYCOLTD,0.767,1.050,28.701,41.681,1.000,-0.820,-1.532,-1.308,1.505,0.182,-0.007,2.729,1.648,0.319,1.141,ENERGY,1,1.640,11152813153.000,0.000,1,CNY,0,
CHNASC2,,CN600777,SHANDONGXINCHAOENERGYCOLTD,0.767,1.050,28.701,41.681,1.000,-0.820,-1.532,-1.308,1.505,0.182,-0.007,2.729,1.648,0.319,1.141,ENERGY,1,1.640,11152813153.000,0.000,0,CNY,0,
CHNASD1,,CN600766,YANTAIYUANCHENGGOLDCOLTD,0.647,0.845,31.686,41.775,1.000,-1.245,-1.690,-3.154,-0.872,0.076,-0.264,-1.292,-1.196,0.197,-2.525,MTLMIN,4,6.870,1540438150.350,0.000,1,CNY,0,
CHNASE1,,CN000633,XINJIANGHEJINHOLDINGCO,0.951,1.122,44.373,54.931,1.000,-0.168,-1.647,-2.931,-0.787,0.552,0.765,-1.085,2.718,0.883,-1.930,MTLMIN,4,5.080,1956340374.840,0.000,1,CNY,0,
CHNASF1,,CN000657,CHINATUNGSTEN&HIGHTECHMATERIALS,1.033,1.021,24.677,36.124,1.000,0.122,-0.620,-1.721,0.309,-0.932,0.712,0.840,-0.359,-0.522,0.976,MTLMIN,4,6.790,7158632101.180,0.000,1,CNY,0,
CHNASF2,,CN000657,CHINATUNGSTEN&HIGHTECHMATERIALS,1.033,1.021,24.677,36.124,1.000,0.122,-0.620,-1.721,0.309,-0.932,0.712,0.840,-0.359,-0.522,0.976,MTLMIN,4,6.790,7158632101.180,0.000,0,CNY,0,
CHNASG1,,CN000650,RENHEPHARMACYCOLTD,0.812,1.002,30.337,40.997,1.000,-0.660,-1.135,-1.515,0.319,-0.316,0.063,0.189,-1.169,0.933,1.099,HEALTH,26,6.380,8931605932.920,1.527,1,CNY,0,
CHNASG2,,CN000650,RENHEPHARMACYCOLTD,0.812,1.002,30.337,40.997,1.000,-0.660,-1.135,-1.515,0.319,-0.316,0.063,0.189,-1.169,0.933,1.099,HEALTH,26,6.380,8931605932.920,1.527,0,CNY,0,
CHNASH1,,CN600779,SICHUANSWELLFUNCOLTD,1.166,1.183,30.173,46.383,1.000,0.593,1.138,-0.242,-0.774,0.635,1.393,-1.237,-1.107,0.507,0.499,BEV,24,71.570,34965215749.000,2.071,1,CNY,0,
CHNASH2,,CN600779,SICHUANSWELLFUNCOLTD,1.166,1.183,30.173,46.383,1.000,0.593,1.138,-0.242,-0.774,0.635,1.393,-1.237,-1.107,0.507,0.499,BEV,24,71.570,34965215749.000,2.071,0,CNY,0,
CHNASI1,,CN000655,SHANDONGJINLINGMININGCOLTD,1.353,1.307,36.804,49.045,1.000,1.257,-0.210,-2.165,0.028,-0.637,0.443,0.711,-1.189,1.174,0.390,MTLMIN,4,7.470,4447191294.000,0.000,1,CNY,0,
CHNASK1,,CN000638,VANFUNDURBANINVES&DEVECOLTD,1.225,1.317,44.899,56.179,1.000,0.804,-0.658,-2.690,-0.843,0.830,-1.999,-1.210,-0.312,1.326,-0.995,TRDDIST,12,8.190,2533986000.000,0.000,1,CNY,0,
CHNASL1,,CN000656,JINKEPROPERTYGROUPCOLTD,0.832,1.013,31.243,40.380,1.000,-0.590,-0.472,-0.133,2.400,0.616,0.852,0.847,2.025,0.093,0.389,REALEST,29,7.360,39300308405.760,5.639,1,CNY,0,
CHNASL2,,CN000656,JINKEPROPERTYGROUPCOLTD,0.832,1.013,31.243,40.380,1.000,-0.590,-0.472,-0.133,2.400,0.616,0.852,0.847,2.025,0.093,0.389,REALEST,29,7.360,39300308405.760,5.639,0,CNY,0,
CHNASM1,,CN000666,JINGWEITEXTILEMACHINERYCOLTD,0.847,0.948,25.560,37.762,1.000,-0.538,-1.744,-1.895,0.584,-1.385,-0.843,2.729,1.598,-0.555,0.803,MACH,11,8.440,4416905200.000,0.348,1,CNY,0,
CHNASM3,,CN000666,JINGWEITEXTILEMACHINERYCOLTD,0.847,0.948,25.560,37.762,1.000,-0.538,-1.744,-1.895,0.584,-1.385,-0.843,2.729,1.598,-0.555,0.803,MACH,11,8.440,4416905200.000,0.348,0,CNY,0,
CHNASN1,,CN000669,PETROCHINAJINHONGENERGYINV,0.737,1.038,46.645,59.038,1.000,-0.924,-2.058,-3.156,-3.053,2.100,-1.486,1.766,2.531,-0.508,-2.525,ENERGY,1,2.260,1537723881.220,0.000,1,CNY,0,
CHNASN2,,CN000669,PETROCHINAJINHONGENERGYINV,0.737,1.038,46.645,59.038,1.000,-0.924,-2.058,-3.156,-3.053,2.100,-1.486,1.766,2.531,-0.508,-2.525,ENERGY,1,2.260,1537723881.220,0.000,0,CNY,0,
CHNASO1,,CN600781,FURENGROUPPHARMACEUTICALCOLTD,0.425,0.810,42.357,52.528,1.000,-2.030,-2.534,-2.810,1.119,0.782,1.286,2.729,-0.202,-0.967,-1.437,HEALTH,26,3.550,2226409167.600,0.000,1,CNY,0,
CHNASO2,,CN600781,FURENGROUPPHARMACEUTICALCOLTD,0.425,0.810,42.357,52.528,1.000,-2.030,-2.534,-2.810,1.119,0.782,1.286,2.729,-0.202,-0.967,-1.437,HEALTH,26,3.550,2226409167.600,0.000,0,CNY,0,
CHNASP1,,CN600778,XINJIANGYOUHAOGROUPCOLTD,0.992,0.988,30.469,42.460,1.000,-0.023,-1.549,-3.265,-0.924,-0.678,-0.662,0.335,1.853,-0.447,-2.525,RETAIL,22,4.390,1367447035.280,0.000,1,CNY,0,
CHNASP2,,CN600778,XINJIANGYOUHAOGROUPCOLTD,0.992,0.988,30.469,42.460,1.000,-0.023,-1.549,-3.265,-0.924,-0.678,-0.662,0.335,1.853,-0.447,-2.525,RETAIL,22,4.390,1367447035.280,0.000,0,CNY,0,
CHNASQ1,,CN000663,FUJIANYONGANFORESTRY(GROUP),0.493,0.631,37.986,46.250,1.000,-1.790,-1.752,-3.300,-3.053,0.156,-2.181,-0.177,0.123,-1.654,-2.525,MATERIAL,5,3.910,1316434162.390,0.000,1,CNY,0,
CHNASS1,,CN000639,XIWANGFOODSTUFFSCOLTD,1.206,1.258,35.996,49.524,1.000,0.734,-1.670,-1.879,2.538,-0.067,0.663,0.506,0.363,0.149,0.822,FOODPROD,25,5.600,6044797332.000,0.000,1,CNY,0,
CHNASS2,,CN000639,XIWANGFOODSTUFFSCOLTD,1.206,1.258,35.996,49.524,1.000,0.734,-1.670,-1.879,2.538,-0.067,0.663,0.506,0.363,0.149,0.822,FOODPROD,25,5.600,6044797332.000,0.000,0,CNY,0,
CHNASU1,,CN000659,ZHUHAIZHONGFUENTERPRISECOLTD,0.951,1.031,34.422,44.349,1.000,-0.168,-1.732,-2.431,-0.315,-0.113,-0.341,-0.711,-0.010,-0.746,-0.209,MATERIAL,5,2.600,3342826552.000,0.000,1,CNY,0,
CHNASV1,,CN600110,NUODEINVESTMENTCOLTD,1.479,1.402,41.433,54.198,1.000,1.701,0.923,-1.350,-1.398,-0.038,0.098,-0.599,0.770,1.845,1.139,ELECEQP,9,7.630,10661159532.450,0.000,1,CNY,0,
CHNASV2,,CN600110,NUODEINVESTMENTCOLTD,1.479,1.402,41.433,54.198,1.000,1.701,0.923,-1.350,-1.398,-0.038,0.098,-0.599,0.770,1.845,1.139,ELECEQP,9,7.630,10661159532.450,0.000,0,CNY,0,
CHNASY1,,CN000676,GENIMOUSTECHNOLOGYCOLTD,1.236,1.331,40.140,54.869,1.000,0.842,-3.139,-1.620,0.541,-0.350,-0.151,1.436,-1.105,0.071,1.047,SOFTWARE,30,6.020,7980717220.700,0.378,1,CNY,0,
CHNASY2,,CN000676,GENIMOUSTECHNOLOGYCOLTD,1.236,1.331,40.140,54.869,1.000,0.842,-3.139,-1.620,0.541,-0.350,-0.151,1.436,-1.105,0.071,1.047,SOFTWARE,30,6.020,7980717220.700,0.378,0,CNY,0,
CHNAT11,,CN600784,LUYININVESTMENTGROUPCOLTD,0.793,0.913,34.570,43.345,1.000,-0.729,-0.964,-2.504,1.311,-0.240,-0.852,0.403,0.508,-0.775,-0.410,MTLMIN,4,5.440,3090887482.240,0.152,1,CNY,0,
CHNAT12,,CN600784,LUYININVESTMENTGROUPCOLTD,0.793,0.913,34.570,43.345,1.000,-0.729,-0.964,-2.504,1.311,-0.240,-0.852,0.403,0.508,-0.775,-0.410,MTLMIN,4,5.440,3090887482.240,0.152,0,CNY,0,
CHNAT21,,CN000665,HUBEIBROADCASTING&TELINFONET,0.899,0.985,31.299,43.122,1.000,-0.353,-1.613,-2.097,-0.603,-0.755,-0.341,2.729,0.250,-0.764,0.510,MEDIA,21,4.870,4781772757.010,0.600,1,CNY,0,
CHNAT22,,CN000665,HUBEIBROADCASTING&TELINFONET,0.899,0.985,31.299,43.122,1.000,-0.353,-1.613,-2.097,-0.603,-0.755,-0.341,2.729,0.250,-0.764,0.510,MEDIA,21,4.870,4781772757.010,0.600,0,CNY,0,
CHNAT31,,CN000668,RONGFENGHOLDINGGROUPCOLTD,0.869,0.962,44.526,51.753,1.000,-0.459,-1.247,-2.740,-1.406,-0.002,1.554,-0.121,-0.136,-0.581,-1.174,REALEST,29,16.350,2400865065.000,0.375,1,CNY,0,
CHNAT41,,CN600782,XINYUIRON&STEELCOLTD,0.719,0.883,21.549,33.756,1.000,-0.988,-0.549,-1.070,2.592,-0.992,0.548,2.729,-0.596,0.198,1.105,MTLMIN,4,4.510,14381139358.960,4.329,1,CNY,0,
CHNAT42,,CN600782,XINYUIRON&STEELCOLTD,0.719,0.883,21.549,33.756,1.000,-0.988,-0.549,-1.070,2.592,-0.992,0.548,2.729,-0.596,0.198,1.105,MTLMIN,4,4.510,14381139358.960,4.329,0,CNY,0,
CHNAT51,,CN000682,DONGFANGELECTRONICSCOLTD,0.951,0.922,26.975,36.116,1.000,-0.170,-0.947,-1.762,-0.090,-1.438,-0.179,0.220,-1.071,-0.711,0.941,ELECEQP,9,5.110,6851115005.770,0.763,1,CNY,0,
CHNAT52,,CN000682,DONGFANGELECTRONICSCOLTD,0.949,0.922,26.975,36.116,1.000,-0.170,-0.947,-1.762,-0.090,-1.438,-0.179,0.220,-1.071,-0.711,0.941,ELECEQP,9,5.110,6851115005.770,0.763,0,CNY,0,
CHNAT61,,CN000672,GANSUSHANGFENGCEMENTLTD,1.087,1.141,25.338,39.458,1.000,0.313,0.428,-0.874,2.393,-0.044,1.408,-0.412,-0.781,0.711,1.018,CONMAT,3,21.820,17753186218.000,3.942,1,CNY,0,
CHNAT62,,CN000672,GANSUSHANGFENGCEMENTLTD,1.087,1.141,25.338,39.458,1.000,0.313,0.428,-0.874,2.393,-0.044,1.408,-0.412,-0.781,0.711,1.018,CONMAT,3,21.820,17753186218.000,3.942,0,CNY,0,
CHNAT81,,CN000673,CONTEMPORARYEASTERNINVESTMENTCO,0.821,1.171,52.080,66.821,1.000,-0.627,-3.681,-3.475,-2.956,2.210,-2.493,-2.114,0.014,-0.268,-2.525,MEDIA,21,1.380,1092339609.960,0.000,1,CNY,0,
CHNAT82,,CN000673,CONTEMPORARYEASTERNINVESTMENTCO,0.821,1.171,52.080,66.821,1.000,-0.627,-3.681,-3.475,-2.956,2.210,-2.493,-2.114,0.014,-0.268,-2.525,MEDIA,21,1.380,1092339609.960,0.000,0,CNY,0,
CHNAT91,,CN000679,DALIANFRIENDSHIPGROUPCOLTD,0.629,0.680,30.308,40.815,1.000,-1.310,-1.448,-3.426,-3.053,-0.146,-2.818,0.415,1.205,-2.253,-2.525,RETAIL,22,3.230,1151172000.000,0.000,1,CNY,0,
CHNATA1,,CN000671,YANGOGROUPCOLTD,0.461,0.856,30.567,38.597,1.000,-1.902,-0.800,-0.437,2.364,1.023,1.066,1.209,1.426,0.010,0.687,REALEST,29,6.880,28348089562.400,2.777,1,CNY,0,
CHNATA2,,CN000671,YANGOGROUPCOLTD,0.461,0.856,30.567,38.597,1.000,-1.902,-0.800,-0.437,2.364,1.023,1.066,1.209,1.426,0.010,0.687,REALEST,29,6.880,28348089562.400,2.777,0,CNY,0,
CHNATB1,,CN000688,GUOCHENGMININGCOLTD,0.768,1.027,56.510,62.881,1.000,-0.816,-1.293,-1.239,-1.146,0.811,-0.802,-0.818,-1.196,0.177,1.139,MTLMIN,4,10.550,11998507615.000,0.000,1,CNY,0,
CHNATB2,,CN000688,GUOCHENGMININGCOLTD,0.768,1.027,56.510,62.881,1.000,-0.816,-1.293,-1.239,-1.146,0.811,-0.802,-0.818,-1.196,0.177,1.139,MTLMIN,4,10.550,11998507615.000,0.000,0,CNY,0,
CHNATC1,,CN000670,INFOTMICCOLTD,,1.118,33.508,46.780,1.000,0.670,-1.403,-2.990,-2.753,-0.178,-3.158,-1.416,-0.267,-0.100,-2.188,HDWRSEMI,31,2.250,1837411425.000,0.000,1,CNY,0,
CHNATD1,,CN000061,SHENZHENAGRICULTURALPRDUCTSGRPC,0.954,0.999,37.388,45.464,1.000,-0.158,-0.820,-1.273,0.039,-0.146,0.619,0.077,1.006,-0.490,1.141,PERSPRD,23,6.820,11573295373.420,0.882,1,CNY,0,
CHNATD2,,CN000061,SHENZHENAGRICULTURALPRDUCTSGRPC,0.954,0.999,37.388,45.464,1.000,-0.158,-0.820,-1.273,0.039,-0.146,0.619,0.077,1.006,-0.490,1.141,PERSPRD,23,6.820,11573295373.420,0.882,0,CNY,0,
CHNATE1,,CN600787,CMSTDEVELOPMENTCOLTD,0.886,0.856,23.414,34.144,1.000,-0.397,-1.149,-1.396,-0.044,-1.665,0.402,2.053,0.195,-1.291,1.132,AIRLINE,14,4.610,10141082762.130,0.000,1,CNY,0,
CHNATE2,,CN600787,CMSTDEVELOPMENTCOLTD,0.886,0.856,23.414,34.144,1.000,-0.397,-1.149,-1.396,-0.044,-1.665,0.402,2.053,0.195,-1.291,1.132,AIRLINE,14,4.610,10141082762.130,0.000,0,CNY,0,
