InstrumentID,Direction,OffsetFlag,LongPos,TradingDate,StrategyID,AccountID,ShortPos
002791.SZE,0,0,800,2020-12-09,@hljk1alpha,hljk1alpha,0
002795.SZE,0,0,2000,2020-12-09,@hljk1alpha,hljk1alpha,0
002796.SZE,0,0,7800,2020-12-09,@hljk1alpha,hljk1alpha,0
002798.SZE,0,0,4200,2020-12-09,@hljk1alpha,hljk1alpha,0
002800.SZE,0,0,5200,2020-12-09,@hljk1alpha,hljk1alpha,0
002801.SZE,0,0,1500,2020-12-09,@hljk1alpha,hljk1alpha,0
002802.SZE,0,0,4300,2020-12-09,@hljk1alpha,hljk1alpha,0
002803.SZE,0,0,1700,2020-12-09,@hljk1alpha,hljk1alpha,0
002805.SZE,0,0,4100,2020-12-09,@hljk1alpha,hljk1alpha,0
002807.SZE,0,0,400,2020-12-09,@hljk1alpha,hljk1alpha,0
002808.SZE,0,0,14400,2020-12-09,@hljk1alpha,hljk1alpha,0
002810.SZE,0,0,3300,2020-12-09,@hljk1alpha,hljk1alpha,0
002811.SZE,0,0,11200,2020-12-09,@hljk1alpha,hljk1alpha,0
002812.SZE,0,0,1100,2020-12-09,@hljk1alpha,hljk1alpha,0
002813.SZE,0,0,2300,2020-12-09,@hljk1alpha,hljk1alpha,0
002815.SZE,0,0,7100,2020-12-09,@hljk1alpha,hljk1alpha,0
002816.SZE,0,0,3100,2020-12-09,@hljk1alpha,hljk1alpha,0
002817.SZE,0,0,8000,2020-12-09,@hljk1alpha,hljk1alpha,0
002818.SZE,0,0,8500,2020-12-09,@hljk1alpha,hljk1alpha,0
002819.SZE,0,0,3100,2020-12-09,@hljk1alpha,hljk1alpha,0
002821.SZE,0,0,200,2020-12-09,@hljk1alpha,hljk1alpha,0
002822.SZE,0,0,15400,2020-12-09,@hljk1alpha,hljk1alpha,0
002823.SZE,0,0,9900,2020-12-09,@hljk1alpha,hljk1alpha,0
002825.SZE,0,0,7000,2020-12-09,@hljk1alpha,hljk1alpha,0
002826.SZE,0,0,10500,2020-12-09,@hljk1alpha,hljk1alpha,0
002828.SZE,0,0,11800,2020-12-09,@hljk1alpha,hljk1alpha,0
002829.SZE,0,0,3000,2020-12-09,@hljk1alpha,hljk1alpha,0
002831.SZE,0,0,4100,2020-12-09,@hljk1alpha,hljk1alpha,0
002832.SZE,0,0,7000,2020-12-09,@hljk1alpha,hljk1alpha,0
002833.SZE,0,0,2800,2020-12-09,@hljk1alpha,hljk1alpha,0
002835.SZE,0,0,8000,2020-12-09,@hljk1alpha,hljk1alpha,0
002836.SZE,0,0,6500,2020-12-09,@hljk1alpha,hljk1alpha,0
002838.SZE,0,0,1900,2020-12-09,@hljk1alpha,hljk1alpha,0
002840.SZE,0,0,5100,2020-12-09,@hljk1alpha,hljk1alpha,0
002842.SZE,0,0,10000,2020-12-09,@hljk1alpha,hljk1alpha,0
002843.SZE,0,0,14750,2020-12-09,@hljk1alpha,hljk1alpha,0
002845.SZE,0,0,4000,2020-12-09,@hljk1alpha,hljk1alpha,0
002846.SZE,0,0,7900,2020-12-09,@hljk1alpha,hljk1alpha,0
002847.SZE,0,0,1000,2020-12-09,@hljk1alpha,hljk1alpha,0
002848.SZE,0,0,9300,2020-12-09,@hljk1alpha,hljk1alpha,0
002849.SZE,0,0,8272,2020-12-09,@hljk1alpha,hljk1alpha,0
002850.SZE,0,0,1700,2020-12-09,@hljk1alpha,hljk1alpha,0
002851.SZE,0,0,100,2020-12-09,@hljk1alpha,hljk1alpha,0
002852.SZE,0,0,800,2020-12-09,@hljk1alpha,hljk1alpha,0
002853.SZE,0,0,4900,2020-12-09,@hljk1alpha,hljk1alpha,0
002855.SZE,0,0,9800,2020-12-09,@hljk1alpha,hljk1alpha,0
002856.SZE,0,0,3800,2020-12-09,@hljk1alpha,hljk1alpha,0
002857.SZE,0,0,8600,2020-12-09,@hljk1alpha,hljk1alpha,0
002858.SZE,0,0,7100,2020-12-09,@hljk1alpha,hljk1alpha,0
002859.SZE,0,0,2000,2020-12-09,@hljk1alpha,hljk1alpha,0
002860.SZE,0,0,8600,2020-12-09,@hljk1alpha,hljk1alpha,0
002864.SZE,0,0,4300,2020-12-09,@hljk1alpha,hljk1alpha,0
002865.SZE,0,0,1100,2020-12-09,@hljk1alpha,hljk1alpha,0
002866.SZE,0,0,6500,2020-12-09,@hljk1alpha,hljk1alpha,0
002867.SZE,0,0,2000,2020-12-09,@hljk1alpha,hljk1alpha,0
002868.SZE,0,0,7200,2020-12-09,@hljk1alpha,hljk1alpha,0
002869.SZE,0,0,1400,2020-12-09,@hljk1alpha,hljk1alpha,0
002870.SZE,0,0,100,2020-12-09,@hljk1alpha,hljk1alpha,0
002871.SZE,0,0,6500,2020-12-09,@hljk1alpha,hljk1alpha,0
002873.SZE,0,0,5900,2020-12-09,@hljk1alpha,hljk1alpha,0
002876.SZE,0,0,2400,2020-12-09,@hljk1alpha,hljk1alpha,0
002879.SZE,0,0,5100,2020-12-09,@hljk1alpha,hljk1alpha,0
002880.SZE,0,0,2200,2020-12-09,@hljk1alpha,hljk1alpha,0
002881.SZE,0,0,5300,2020-12-09,@hljk1alpha,hljk1alpha,0
002883.SZE,0,0,8000,2020-12-09,@hljk1alpha,hljk1alpha,0
002884.SZE,0,0,100,2020-12-09,@hljk1alpha,hljk1alpha,0
002886.SZE,0,0,4600,2020-12-09,@hljk1alpha,hljk1alpha,0
002887.SZE,0,0,4600,2020-12-09,@hljk1alpha,hljk1alpha,0
002888.SZE,0,0,6000,2020-12-09,@hljk1alpha,hljk1alpha,0
002889.SZE,0,0,4300,2020-12-09,@hljk1alpha,hljk1alpha,0
002890.SZE,0,0,4400,2020-12-09,@hljk1alpha,hljk1alpha,0
002891.SZE,0,0,1000,2020-12-09,@hljk1alpha,hljk1alpha,0
002892.SZE,0,0,5100,2020-12-09,@hljk1alpha,hljk1alpha,0
002895.SZE,0,0,9500,2020-12-09,@hljk1alpha,hljk1alpha,0
002896.SZE,0,0,3200,2020-12-09,@hljk1alpha,hljk1alpha,0
002898.SZE,0,0,9700,2020-12-09,@hljk1alpha,hljk1alpha,0
002899.SZE,0,0,7800,2020-12-09,@hljk1alpha,hljk1alpha,0
002900.SZE,0,0,11400,2020-12-09,@hljk1alpha,hljk1alpha,0
002901.SZE,0,0,1700,2020-12-09,@hljk1alpha,hljk1alpha,0
002903.SZE,0,0,7900,2020-12-09,@hljk1alpha,hljk1alpha,0
002905.SZE,0,0,11100,2020-12-09,@hljk1alpha,hljk1alpha,0
002906.SZE,0,0,4300,2020-12-09,@hljk1alpha,hljk1alpha,0
002907.SZE,0,0,300,2020-12-09,@hljk1alpha,hljk1alpha,0
002908.SZE,0,0,8200,2020-12-09,@hljk1alpha,hljk1alpha,0
002909.SZE,0,0,10400,2020-12-09,@hljk1alpha,hljk1alpha,0
002910.SZE,0,0,9300,2020-12-09,@hljk1alpha,hljk1alpha,0
002911.SZE,0,0,600,2020-12-09,@hljk1alpha,hljk1alpha,0
002912.SZE,0,0,1900,2020-12-09,@hljk1alpha,hljk1alpha,0
002913.SZE,0,0,1900,2020-12-09,@hljk1alpha,hljk1alpha,0
002918.SZE,0,0,3900,2020-12-09,@hljk1alpha,hljk1alpha,0
002919.SZE,0,0,1400,2020-12-09,@hljk1alpha,hljk1alpha,0
002920.SZE,0,0,1500,2020-12-09,@hljk1alpha,hljk1alpha,0
002921.SZE,0,0,5100,2020-12-09,@hljk1alpha,hljk1alpha,0
002923.SZE,0,0,3600,2020-12-09,@hljk1alpha,hljk1alpha,0
002925.SZE,0,0,1800,2020-12-09,@hljk1alpha,hljk1alpha,0
002926.SZE,0,0,9200,2020-12-09,@hljk1alpha,hljk1alpha,0
002927.SZE,0,0,600,2020-12-09,@hljk1alpha,hljk1alpha,0
002931.SZE,0,0,6000,2020-12-09,@hljk1alpha,hljk1alpha,0
002932.SZE,0,0,1200,2020-12-09,@hljk1alpha,hljk1alpha,0
002933.SZE,0,0,2600,2020-12-09,@hljk1alpha,hljk1alpha,0
002935.SZE,0,0,4700,2020-12-09,@hljk1alpha,hljk1alpha,0
002936.SZE,0,0,14400,2020-12-09,@hljk1alpha,hljk1alpha,0
002937.SZE,0,0,8200,2020-12-09,@hljk1alpha,hljk1alpha,0
002940.SZE,0,0,2500,2020-12-09,@hljk1alpha,hljk1alpha,0
002942.SZE,0,0,3300,2020-12-09,@hljk1alpha,hljk1alpha,0
002943.SZE,0,0,2700,2020-12-09,@hljk1alpha,hljk1alpha,0
002947.SZE,0,0,1100,2020-12-09,@hljk1alpha,hljk1alpha,0
002949.SZE,0,0,5300,2020-12-09,@hljk1alpha,hljk1alpha,0
002952.SZE,0,0,6300,2020-12-09,@hljk1alpha,hljk1alpha,0
002956.SZE,0,0,300,2020-12-09,@hljk1alpha,hljk1alpha,0
002957.SZE,0,0,5100,2020-12-09,@hljk1alpha,hljk1alpha,0
002959.SZE,0,0,1100,2020-12-09,@hljk1alpha,hljk1alpha,0
002960.SZE,0,0,3000,2020-12-09,@hljk1alpha,hljk1alpha,0
002962.SZE,0,0,4100,2020-12-09,@hljk1alpha,hljk1alpha,0
002963.SZE,0,0,4800,2020-12-09,@hljk1alpha,hljk1alpha,0
002967.SZE,0,0,4200,2020-12-09,@hljk1alpha,hljk1alpha,0
002968.SZE,0,0,2000,2020-12-09,@hljk1alpha,hljk1alpha,0
002970.SZE,0,0,2100,2020-12-09,@hljk1alpha,hljk1alpha,0
002971.SZE,0,0,1200,2020-12-09,@hljk1alpha,hljk1alpha,0
002973.SZE,0,0,2500,2020-12-09,@hljk1alpha,hljk1alpha,0
002975.SZE,0,0,1000,2020-12-09,@hljk1alpha,hljk1alpha,0
002977.SZE,0,0,800,2020-12-09,@hljk1alpha,hljk1alpha,0
002978.SZE,0,0,2200,2020-12-09,@hljk1alpha,hljk1alpha,0
002979.SZE,0,0,2500,2020-12-09,@hljk1alpha,hljk1alpha,0
002982.SZE,0,0,700,2020-12-09,@hljk1alpha,hljk1alpha,0
002985.SZE,0,0,800,2020-12-09,@hljk1alpha,hljk1alpha,0
002986.SZE,0,0,1300,2020-12-09,@hljk1alpha,hljk1alpha,0
002991.SZE,0,0,1100,2020-12-09,@hljk1alpha,hljk1alpha,0
002992.SZE,0,0,1700,2020-12-09,@hljk1alpha,hljk1alpha,0
002995.SZE,0,0,1200,2020-12-09,@hljk1alpha,hljk1alpha,0
002996.SZE,0,0,2700,2020-12-09,@hljk1alpha,hljk1alpha,0
002998.SZE,0,0,11200,2020-12-09,@hljk1alpha,hljk1alpha,0
002999.SZE,0,0,9300,2020-12-09,@hljk1alpha,hljk1alpha,0
003000.SZE,0,0,6229,2020-12-09,@hljk1alpha,hljk1alpha,0
003003.SZE,0,0,6500,2020-12-09,@hljk1alpha,hljk1alpha,0
003005.SZE,0,0,2200,2020-12-09,@hljk1alpha,hljk1alpha,0
003006.SZE,0,0,3500,2020-12-09,@hljk1alpha,hljk1alpha,0
003007.SZE,0,0,3000,2020-12-09,@hljk1alpha,hljk1alpha,0
003008.SZE,0,0,2800,2020-12-09,@hljk1alpha,hljk1alpha,0
003009.SZE,0,0,900,2020-12-09,@hljk1alpha,hljk1alpha,0
003010.SZE,0,0,2900,2020-12-09,@hljk1alpha,hljk1alpha,0
003011.SZE,0,0,1700,2020-12-09,@hljk1alpha,hljk1alpha,0
003012.SZE,0,0,7100,2020-12-09,@hljk1alpha,hljk1alpha,0
003013.SZE,0,0,2600,2020-12-09,@hljk1alpha,hljk1alpha,0
003015.SZE,0,0,6500,2020-12-09,@hljk1alpha,hljk1alpha,0
003017.SZE,0,0,2000,2020-12-09,@hljk1alpha,hljk1alpha,0
003022.SZE,0,0,3200,2020-12-09,@hljk1alpha,hljk1alpha,0
300001.SZE,0,0,4500,2020-12-09,@hljk1alpha,hljk1alpha,0
300002.SZE,0,0,19400,2020-12-09,@hljk1alpha,hljk1alpha,0
300004.SZE,0,0,8000,2020-12-09,@hljk1alpha,hljk1alpha,0
300006.SZE,0,0,6500,2020-12-09,@hljk1alpha,hljk1alpha,0
300007.SZE,0,0,3400,2020-12-09,@hljk1alpha,hljk1alpha,0
300009.SZE,0,0,3600,2020-12-09,@hljk1alpha,hljk1alpha,0
300010.SZE,0,0,9600,2020-12-09,@hljk1alpha,hljk1alpha,0
300012.SZE,0,0,4800,2020-12-09,@hljk1alpha,hljk1alpha,0
300018.SZE,0,0,8000,2020-12-09,@hljk1alpha,hljk1alpha,0
300019.SZE,0,0,2500,2020-12-09,@hljk1alpha,hljk1alpha,0
300020.SZE,0,0,12500,2020-12-09,@hljk1alpha,hljk1alpha,0
300022.SZE,0,0,11700,2020-12-09,@hljk1alpha,hljk1alpha,0
300025.SZE,0,0,12300,2020-12-09,@hljk1alpha,hljk1alpha,0
300026.SZE,0,0,11800,2020-12-09,@hljk1alpha,hljk1alpha,0
300027.SZE,0,0,6900,2020-12-09,@hljk1alpha,hljk1alpha,0
300031.SZE,0,0,5700,2020-12-09,@hljk1alpha,hljk1alpha,0
300034.SZE,0,0,3900,2020-12-09,@hljk1alpha,hljk1alpha,0
300035.SZE,0,0,4700,2020-12-09,@hljk1alpha,hljk1alpha,0
300037.SZE,0,0,600,2020-12-09,@hljk1alpha,hljk1alpha,0
300038.SZE,0,0,9700,2020-12-09,@hljk1alpha,hljk1alpha,0
300039.SZE,0,0,20400,2020-12-09,@hljk1alpha,hljk1alpha,0
300042.SZE,0,0,7100,2020-12-09,@hljk1alpha,hljk1alpha,0
300043.SZE,0,0,29400,2020-12-09,@hljk1alpha,hljk1alpha,0
300044.SZE,0,0,7800,2020-12-09,@hljk1alpha,hljk1alpha,0
300045.SZE,0,0,5200,2020-12-09,@hljk1alpha,hljk1alpha,0
300046.SZE,0,0,2100,2020-12-09,@hljk1alpha,hljk1alpha,0
300049.SZE,0,0,12000,2020-12-09,@hljk1alpha,hljk1alpha,0
300050.SZE,0,0,17500,2020-12-09,@hljk1alpha,hljk1alpha,0
300051.SZE,0,0,10900,2020-12-09,@hljk1alpha,hljk1alpha,0
300053.SZE,0,0,11300,2020-12-09,@hljk1alpha,hljk1alpha,0
300054.SZE,0,0,7000,2020-12-09,@hljk1alpha,hljk1alpha,0
300055.SZE,0,0,16700,2020-12-09,@hljk1alpha,hljk1alpha,0
300063.SZE,0,0,12300,2020-12-09,@hljk1alpha,hljk1alpha,0
300066.SZE,0,0,10900,2020-12-09,@hljk1alpha,hljk1alpha,0
300067.SZE,0,0,6200,2020-12-09,@hljk1alpha,hljk1alpha,0
300069.SZE,0,0,1900,2020-12-09,@hljk1alpha,hljk1alpha,0
300070.SZE,0,0,600,2020-12-09,@hljk1alpha,hljk1alpha,0
300072.SZE,0,0,8900,2020-12-09,@hljk1alpha,hljk1alpha,0
300074.SZE,0,0,24200,2020-12-09,@hljk1alpha,hljk1alpha,0
300076.SZE,0,0,15200,2020-12-09,@hljk1alpha,hljk1alpha,0
300077.SZE,0,0,12100,2020-12-09,@hljk1alpha,hljk1alpha,0
300080.SZE,0,0,7500,2020-12-09,@hljk1alpha,hljk1alpha,0
300082.SZE,0,0,12500,2020-12-09,@hljk1alpha,hljk1alpha,0
300083.SZE,0,0,5700,2020-12-09,@hljk1alpha,hljk1alpha,0
300085.SZE,0,0,2800,2020-12-09,@hljk1alpha,hljk1alpha,0
300087.SZE,0,0,2700,2020-12-09,@hljk1alpha,hljk1alpha,0
300088.SZE,0,0,5600,2020-12-09,@hljk1alpha,hljk1alpha,0
300091.SZE,0,0,24400,2020-12-09,@hljk1alpha,hljk1alpha,0
300094.SZE,0,0,9100,2020-12-09,@hljk1alpha,hljk1alpha,0
300095.SZE,0,0,4700,2020-12-09,@hljk1alpha,hljk1alpha,0
300097.SZE,0,0,4600,2020-12-09,@hljk1alpha,hljk1alpha,0
300099.SZE,0,0,7400,2020-12-09,@hljk1alpha,hljk1alpha,0
300100.SZE,0,0,4200,2020-12-09,@hljk1alpha,hljk1alpha,0
300102.SZE,0,0,16300,2020-12-09,@hljk1alpha,hljk1alpha,0
300103.SZE,0,0,5000,2020-12-09,@hljk1alpha,hljk1alpha,0
300105.SZE,0,0,11900,2020-12-09,@hljk1alpha,hljk1alpha,0
300107.SZE,0,0,1000,2020-12-09,@hljk1alpha,hljk1alpha,0
300111.SZE,0,0,4100,2020-12-09,@hljk1alpha,hljk1alpha,0
300112.SZE,0,0,5700,2020-12-09,@hljk1alpha,hljk1alpha,0
300115.SZE,0,0,1200,2020-12-09,@hljk1alpha,hljk1alpha,0
300117.SZE,0,0,30200,2020-12-09,@hljk1alpha,hljk1alpha,0
300121.SZE,0,0,9200,2020-12-09,@hljk1alpha,hljk1alpha,0
300125.SZE,0,0,8200,2020-12-09,@hljk1alpha,hljk1alpha,0
300128.SZE,0,0,28200,2020-12-09,@hljk1alpha,hljk1alpha,0
300129.SZE,0,0,8300,2020-12-09,@hljk1alpha,hljk1alpha,0
300130.SZE,0,0,4400,2020-12-09,@hljk1alpha,hljk1alpha,0
300131.SZE,0,0,6200,2020-12-09,@hljk1alpha,hljk1alpha,0
300135.SZE,0,0,38000,2020-12-09,@hljk1alpha,hljk1alpha,0
300139.SZE,0,0,4700,2020-12-09,@hljk1alpha,hljk1alpha,0
300141.SZE,0,0,200,2020-12-09,@hljk1alpha,hljk1alpha,0
300143.SZE,0,0,5400,2020-12-09,@hljk1alpha,hljk1alpha,0
300146.SZE,0,0,2400,2020-12-09,@hljk1alpha,hljk1alpha,0
300149.SZE,0,0,7100,2020-12-09,@hljk1alpha,hljk1alpha,0
300150.SZE,0,0,21600,2020-12-09,@hljk1alpha,hljk1alpha,0
300151.SZE,0,0,4500,2020-12-09,@hljk1alpha,hljk1alpha,0
300152.SZE,0,0,34600,2020-12-09,@hljk1alpha,hljk1alpha,0
300154.SZE,0,0,17800,2020-12-09,@hljk1alpha,hljk1alpha,0
300157.SZE,0,0,13300,2020-12-09,@hljk1alpha,hljk1alpha,0
300158.SZE,0,0,10200,2020-12-09,@hljk1alpha,hljk1alpha,0
300161.SZE,0,0,5600,2020-12-09,@hljk1alpha,hljk1alpha,0
300162.SZE,0,0,13400,2020-12-09,@hljk1alpha,hljk1alpha,0
300163.SZE,0,0,21300,2020-12-09,@hljk1alpha,hljk1alpha,0
300164.SZE,0,0,22700,2020-12-09,@hljk1alpha,hljk1alpha,0
300165.SZE,0,0,20300,2020-12-09,@hljk1alpha,hljk1alpha,0
300166.SZE,0,0,8900,2020-12-09,@hljk1alpha,hljk1alpha,0
300168.SZE,0,0,5000,2020-12-09,@hljk1alpha,hljk1alpha,0
300170.SZE,0,0,2400,2020-12-09,@hljk1alpha,hljk1alpha,0
300171.SZE,0,0,3300,2020-12-09,@hljk1alpha,hljk1alpha,0
300172.SZE,0,0,9200,2020-12-09,@hljk1alpha,hljk1alpha,0
300174.SZE,0,0,6300,2020-12-09,@hljk1alpha,hljk1alpha,0
300175.SZE,0,0,20300,2020-12-09,@hljk1alpha,hljk1alpha,0
300176.SZE,0,0,13300,2020-12-09,@hljk1alpha,hljk1alpha,0
300178.SZE,0,0,13800,2020-12-09,@hljk1alpha,hljk1alpha,0
300179.SZE,0,0,7900,2020-12-09,@hljk1alpha,hljk1alpha,0
300181.SZE,0,0,8800,2020-12-09,@hljk1alpha,hljk1alpha,0
300182.SZE,0,0,21975,2020-12-09,@hljk1alpha,hljk1alpha,0
300183.SZE,0,0,2900,2020-12-09,@hljk1alpha,hljk1alpha,0
300187.SZE,0,0,16300,2020-12-09,@hljk1alpha,hljk1alpha,0
300188.SZE,0,0,4900,2020-12-09,@hljk1alpha,hljk1alpha,0
300189.SZE,0,0,9900,2020-12-09,@hljk1alpha,hljk1alpha,0
300190.SZE,0,0,13700,2020-12-09,@hljk1alpha,hljk1alpha,0
300191.SZE,0,0,485,2020-12-09,@hljk1alpha,hljk1alpha,0
300192.SZE,0,0,3400,2020-12-09,@hljk1alpha,hljk1alpha,0
300194.SZE,0,0,9400,2020-12-09,@hljk1alpha,hljk1alpha,0
300195.SZE,0,0,16800,2020-12-09,@hljk1alpha,hljk1alpha,0
300196.SZE,0,0,8100,2020-12-09,@hljk1alpha,hljk1alpha,0
300197.SZE,0,0,17900,2020-12-09,@hljk1alpha,hljk1alpha,0
300198.SZE,0,0,22400,2020-12-09,@hljk1alpha,hljk1alpha,0
300199.SZE,0,0,7700,2020-12-09,@hljk1alpha,hljk1alpha,0
300200.SZE,0,0,5000,2020-12-09,@hljk1alpha,hljk1alpha,0
300202.SZE,0,0,3700,2020-12-09,@hljk1alpha,hljk1alpha,0
300205.SZE,0,0,6600,2020-12-09,@hljk1alpha,hljk1alpha,0
300206.SZE,0,0,6600,2020-12-09,@hljk1alpha,hljk1alpha,0
300207.SZE,0,0,4300,2020-12-09,@hljk1alpha,hljk1alpha,0
300209.SZE,0,0,9800,2020-12-09,@hljk1alpha,hljk1alpha,0
300210.SZE,0,0,24200,2020-12-09,@hljk1alpha,hljk1alpha,0
300211.SZE,0,0,15300,2020-12-09,@hljk1alpha,hljk1alpha,0
300212.SZE,0,0,4000,2020-12-09,@hljk1alpha,hljk1alpha,0
300213.SZE,0,0,14000,2020-12-09,@hljk1alpha,hljk1alpha,0
300214.SZE,0,0,4400,2020-12-09,@hljk1alpha,hljk1alpha,0
300215.SZE,0,0,14100,2020-12-09,@hljk1alpha,hljk1alpha,0
300218.SZE,0,0,9000,2020-12-09,@hljk1alpha,hljk1alpha,0
300221.SZE,0,0,12700,2020-12-09,@hljk1alpha,hljk1alpha,0
300224.SZE,0,0,10200,2020-12-09,@hljk1alpha,hljk1alpha,0
300225.SZE,0,0,3800,2020-12-09,@hljk1alpha,hljk1alpha,0
300226.SZE,0,0,1800,2020-12-09,@hljk1alpha,hljk1alpha,0
300228.SZE,0,0,8700,2020-12-09,@hljk1alpha,hljk1alpha,0
300229.SZE,0,0,3800,2020-12-09,@hljk1alpha,hljk1alpha,0
300230.SZE,0,0,4300,2020-12-09,@hljk1alpha,hljk1alpha,0
300231.SZE,0,0,5700,2020-12-09,@hljk1alpha,hljk1alpha,0
300232.SZE,0,0,11200,2020-12-09,@hljk1alpha,hljk1alpha,0
300237.SZE,0,0,18700,2020-12-09,@hljk1alpha,hljk1alpha,0
300238.SZE,0,0,2000,2020-12-09,@hljk1alpha,hljk1alpha,0
300239.SZE,0,0,2700,2020-12-09,@hljk1alpha,hljk1alpha,0
300240.SZE,0,0,5300,2020-12-09,@hljk1alpha,hljk1alpha,0
300242.SZE,0,0,10500,2020-12-09,@hljk1alpha,hljk1alpha,0
300243.SZE,0,0,7800,2020-12-09,@hljk1alpha,hljk1alpha,0
300247.SZE,0,0,36900,2020-12-09,@hljk1alpha,hljk1alpha,0
300250.SZE,0,0,6000,2020-12-09,@hljk1alpha,hljk1alpha,0
300251.SZE,0,0,4300,2020-12-09,@hljk1alpha,hljk1alpha,0
300253.SZE,0,0,7300,2020-12-09,@hljk1alpha,hljk1alpha,0
300254.SZE,0,0,14900,2020-12-09,@hljk1alpha,hljk1alpha,0
300257.SZE,0,0,8000,2020-12-09,@hljk1alpha,hljk1alpha,0
300261.SZE,0,0,3100,2020-12-09,@hljk1alpha,hljk1alpha,0
300262.SZE,0,0,14900,2020-12-09,@hljk1alpha,hljk1alpha,0
300263.SZE,0,0,5800,2020-12-09,@hljk1alpha,hljk1alpha,0
300264.SZE,0,0,11900,2020-12-09,@hljk1alpha,hljk1alpha,0
300266.SZE,0,0,15000,2020-12-09,@hljk1alpha,hljk1alpha,0
300267.SZE,0,0,23900,2020-12-09,@hljk1alpha,hljk1alpha,0
300269.SZE,0,0,23300,2020-12-09,@hljk1alpha,hljk1alpha,0
300270.SZE,0,0,8400,2020-12-09,@hljk1alpha,hljk1alpha,0
300273.SZE,0,0,9500,2020-12-09,@hljk1alpha,hljk1alpha,0
300274.SZE,0,0,2200,2020-12-09,@hljk1alpha,hljk1alpha,0
300275.SZE,0,0,300,2020-12-09,@hljk1alpha,hljk1alpha,0
300277.SZE,0,0,10600,2020-12-09,@hljk1alpha,hljk1alpha,0
300278.SZE,0,0,10300,2020-12-09,@hljk1alpha,hljk1alpha,0
300279.SZE,0,0,8600,2020-12-09,@hljk1alpha,hljk1alpha,0
300280.SZE,0,0,2100,2020-12-09,@hljk1alpha,hljk1alpha,0
300281.SZE,0,0,16000,2020-12-09,@hljk1alpha,hljk1alpha,0
300282.SZE,0,0,7400,2020-12-09,@hljk1alpha,hljk1alpha,0
300285.SZE,0,0,3000,2020-12-09,@hljk1alpha,hljk1alpha,0
300286.SZE,0,0,3800,2020-12-09,@hljk1alpha,hljk1alpha,0
300287.SZE,0,0,12300,2020-12-09,@hljk1alpha,hljk1alpha,0
300288.SZE,0,0,8900,2020-12-09,@hljk1alpha,hljk1alpha,0
300289.SZE,0,0,8300,2020-12-09,@hljk1alpha,hljk1alpha,0
300290.SZE,0,0,15000,2020-12-09,@hljk1alpha,hljk1alpha,0
300291.SZE,0,0,20200,2020-12-09,@hljk1alpha,hljk1alpha,0
300293.SZE,0,0,3000,2020-12-09,@hljk1alpha,hljk1alpha,0
300294.SZE,0,0,3100,2020-12-09,@hljk1alpha,hljk1alpha,0
300296.SZE,0,0,15600,2020-12-09,@hljk1alpha,hljk1alpha,0
300297.SZE,0,0,10000,2020-12-09,@hljk1alpha,hljk1alpha,0
300298.SZE,0,0,3500,2020-12-09,@hljk1alpha,hljk1alpha,0
300302.SZE,0,0,9500,2020-12-09,@hljk1alpha,hljk1alpha,0
300303.SZE,0,0,18300,2020-12-09,@hljk1alpha,hljk1alpha,0
300305.SZE,0,0,11700,2020-12-09,@hljk1alpha,hljk1alpha,0
300306.SZE,0,0,2800,2020-12-09,@hljk1alpha,hljk1alpha,0
300307.SZE,0,0,200,2020-12-09,@hljk1alpha,hljk1alpha,0
300308.SZE,0,0,2400,2020-12-09,@hljk1alpha,hljk1alpha,0
300309.SZE,0,0,600,2020-12-09,@hljk1alpha,hljk1alpha,0
300311.SZE,0,0,8400,2020-12-09,@hljk1alpha,hljk1alpha,0
300314.SZE,0,0,5800,2020-12-09,@hljk1alpha,hljk1alpha,0
300316.SZE,0,0,4100,2020-12-09,@hljk1alpha,hljk1alpha,0
300317.SZE,0,0,6300,2020-12-09,@hljk1alpha,hljk1alpha,0
300318.SZE,0,0,2300,2020-12-09,@hljk1alpha,hljk1alpha,0
300319.SZE,0,0,8700,2020-12-09,@hljk1alpha,hljk1alpha,0
300320.SZE,0,0,8400,2020-12-09,@hljk1alpha,hljk1alpha,0
300321.SZE,0,0,5300,2020-12-09,@hljk1alpha,hljk1alpha,0
300323.SZE,0,0,9000,2020-12-09,@hljk1alpha,hljk1alpha,0
300324.SZE,0,0,12300,2020-12-09,@hljk1alpha,hljk1alpha,0
300325.SZE,0,0,18700,2020-12-09,@hljk1alpha,hljk1alpha,0
300326.SZE,0,0,6900,2020-12-09,@hljk1alpha,hljk1alpha,0
300327.SZE,0,0,1500,2020-12-09,@hljk1alpha,hljk1alpha,0
300328.SZE,0,0,5300,2020-12-09,@hljk1alpha,hljk1alpha,0
300330.SZE,0,0,9700,2020-12-09,@hljk1alpha,hljk1alpha,0
300332.SZE,0,0,11700,2020-12-09,@hljk1alpha,hljk1alpha,0
300333.SZE,0,0,9800,2020-12-09,@hljk1alpha,hljk1alpha,0
300336.SZE,0,0,29900,2020-12-09,@hljk1alpha,hljk1alpha,0
300338.SZE,0,0,15600,2020-12-09,@hljk1alpha,hljk1alpha,0
300340.SZE,0,0,900,2020-12-09,@hljk1alpha,hljk1alpha,0
300343.SZE,0,0,30800,2020-12-09,@hljk1alpha,hljk1alpha,0
300345.SZE,0,0,13500,2020-12-09,@hljk1alpha,hljk1alpha,0
300348.SZE,0,0,5600,2020-12-09,@hljk1alpha,hljk1alpha,0
